,"Location of Terminal Market",,"All Red Tomato count  apples are tray packed. ","Type of Apple (not all varieties are grown in all origins)",,"USDA specifications for size, coloring, allowable imperfections, etc",,"Pricing in $",,,,"Where the product was grown ",,"Count size-how many apples fit into a case, so the higher the number, the smaller the apple",,,,,,,,,,,,,,
APPLES,BOSTON,,"cartons tray pack",MACOUN,,"U.S. ExFcy",2018/09/28,36,36,,,"NEW YORK",,72s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/18,50,50,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/19,50,50,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/20,50,50,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/21,28,28,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/24,28,28,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/25,28,28,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/26,28,28,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/27,28,28,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MACOUN,,"No Grade Marks",2018/09/28,28,28,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MUTSU/CRISPIN,,"No Grade Marks",2018/09/21,22,22,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"bushel cartons loose",MUTSU/CRISPIN,,"No Grade Marks",2018/09/24,22,22,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MUTSU/CRISPIN,,"No Grade Marks",2018/09/25,22,22,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"bushel cartons loose",MUTSU/CRISPIN,,"No Grade Marks",2018/09/26,22,22,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MUTSU/CRISPIN,,"No Grade Marks",2018/09/27,22,22,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MUTSU/CRISPIN,,"No Grade Marks",2018/09/28,22,22,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/04,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/04,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/04,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/05,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/05,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/05,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/06,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/06,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/06,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/07,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/07,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/07,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/10,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/10,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/10,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/11,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/11,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/11,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/12,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/12,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/12,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/13,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/13,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/13,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/14,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/14,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/14,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/17,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/17,32,32,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PAULA RED",,"U.S. ExFcy",2018/09/17,28,28,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/04,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/05,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/06,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/07,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/10,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/11,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/12,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/13,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/14,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags","PAULA RED",,"U.S. ExFcy",2018/09/17,24,24,,,"NEW YORK",,"2 1/2"" min",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose","PAULA RED",,"No Grade Marks",2018/09/04,22,22,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose","PAULA RED",,"No Grade Marks",2018/09/05,18,18,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"bushel cartons loose","PAULA RED",,"No Grade Marks",2018/09/06,18,18,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose","PAULA RED",,"No Grade Marks",2018/09/07,18,18,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose","PAULA RED",,"No Grade Marks",2018/09/10,18,18,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/18,44,44,,,CHILE,,64s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/18,47,47,,,"NEW ZEALAND",,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/19,44,44,,,CHILE,,64s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/19,47,47,,,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/11,53,53,,,CALIFORNIA,,80s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,Organic,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/12,53,53,,,CALIFORNIA,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/13,53,53,,,CALIFORNIA,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/14,53,53,,,CALIFORNIA,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,Organic,"cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/17,53,53,,,CALIFORNIA,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/04,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"one label high as 54.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/04,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,"one label high as48.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/05,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.","one label high as 54.00","HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/05,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.","one label high as48.00","HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/06,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"one label high as 54.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/06,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,"one label high as48.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/07,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"one label high as 54.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/07,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,"one label high as48.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/10,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"one label high as 54.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/10,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,"one label high as48.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/11,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.","one label high as 54.00","OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/11,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.","one label high as48.00","OTHERS ABOUT STEADY"
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/12,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"one label high as 54.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/12,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,"one label high as48.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/13,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"one label high as 54.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/13,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,"one label high as 48.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/14,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"one label high as 54.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/14,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,"one label high as 48.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/17,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,"one label high as 54.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/17,44,44,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,"one label high as 48.00",
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/18,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/18,44,44,,,WASHINGTON,,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/18,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/18,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/19,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/19,44,44,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/19,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/19,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/20,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/20,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/20,44,44,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/20,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/21,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/21,44,44,,,WASHINGTON,,88s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/21,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/21,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/24,44,44,,,WASHINGTON,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/24,44,44,,,WASHINGTON,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/24,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/24,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/25,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/25,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/26,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/26,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/27,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/27,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/28,54,54,,,WASHINGTON,,88s,,,,,,FINEAPPEAR,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack","PINK LADY/CRIPPS PINK",,WAExFcy,2018/09/28,48,48,,,WASHINGTON,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/04,45,48,46,47,CHILE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/04,40,40,,,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/05,44,44,,,CHILE,,80s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/05,40,40,,,CHILE,,90s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/05,42,42,,,"NEW ZEALAND",,80s,,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"18 kg cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/06,44,44,,,CHILE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/06,40,40,,,CHILE,,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack","PINK LADY/CRIPPS PINK",,,2018/09/06,42,42,,,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,,
