SITE_NAME,SITE_TYPE,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_CITY,SITE_STATE,SITE_ZIP,SITE_PHONE,SITE_PHONE_EXT,CONTACT_FIRST_NAME,CONTACT_LAST_NAME,CONTACT_PHONE,SPONSORING_ORGANIZATION,START_DATE,END_DATE,DAYS_OF_OPERATION,HOURS_OPEN,BREAKFAST_TIME,LUNCH_TIME,SNACK_TIME,SUPPER_TIME,MEAL_TYPES_SERVED
"MWCC NCMTS@ Mt. Wachusett CC (SF-240-002)",Camp,"444 Green Street"," ",Gardner,MA,1440,"978 235 3576"," ",Angele,Goss," ","Mt. Wachusett Community College (14-103-SF-240)",2018/07/09,2018/07/27,"M,T,W,TH","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"HOPE SUMMER PROGRAM (SF-262-001)",Closed,"172 Ash Street"," ",Winchendon,MA,1475,978-297-7707," ",Jason,King,9786320400,"House of Peace and Education (14-103-SF-262)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:45 AM - 01:30 PM",08:45:00,12:30:00," "," ","B,L"
"FRANCIS DRAKE ELEMENTARY SCHOOL (SF-274-001)",Closed,"95 Viscoloid Ave"," ",Leominster,MA,1453,978-534-7751,4,Bob,Burr," ","Leominster Public Schools (14-153-SF-274)",2018/06/25,2018/08/17,"M,T,W,TH","08:00 AM - 12:05 PM",08:00:00,11:00:00," "," ","B,L"
"SAMOSET MIDDLE SCHOOL (SF-274-002)",Closed,"100 DeCicco Drive"," ",Leominster,MA,1453,978-534-7725," ",Bob,Burr," ","Leominster Public Schools (14-153-SF-274)",2018/07/10,2018/08/09,"M,T,W,TH","08:15 AM - 11:10 AM",08:15:00,11:00:00," "," ","B,L"
"NORTHWEST ELEMENTARY SCHOOL (SF-274-003)",Closed,"Stearns Ave."," ",Leominster,MA,1453,978-543-7715,380,Bob,Burr,978-543-7715,"Leominster Public Schools (14-153-SF-274)",2018/07/09,2018/08/09,"M,T,W,TH","07:30 AM - 12:15 PM",07:30:00,11:45:00," "," ","B,L"
"SKY VIEW MIDDLE SCHOOL (SF-274-005)",Closed,"500 Kennedy Way"," ",leominster,MA,1453,978-534-7715,380,Bob,Burr,978-534-7715,"Leominster Public Schools (14-153-SF-274)",2018/07/09,2018/08/09,"M,T,W,TH","07:30 AM - 12:30 PM",07:30:00,11:30:00," "," ","B,L"
"FALLBROOK SCHOOL (SF-274-006)",Closed,"25 Decicco Drive"," ",Leominster,MA,1453,978-534-7715,380,Bob,Burr,978-534-7715,"Leominster Public Schools (14-153-SF-274)",2018/06/25,2018/08/03,"M,T,W,TH","11:15 AM - 12:30 PM"," ",11:15:00," "," ",L
"SILVER LEAF TERRACE (SF-43-001)",Open,"30 Terrace Drive"," ",Leominster,MA,1453,978-537-0610," ",Mickey,Guzman,978-413-2433,"Spanish American Center Inc. (14-153-SF-43)",2018/07/02,2018/08/03,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"SPANISH A CENTER (SF-43-002)",Open,"112 SPRUCE STREET"," ",LEOMINSTER,MA,1453,978-534-3145," ",Neddy,Latimer,"(978) 534 3145","Spanish American Center Inc. (14-153-SF-43)",2018/06/25,2018/08/17,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"RIVERSIDE VILLAGE (SF-43-003)",Open,"26 STATE ST."," ",LEOMINSTER,MA,1453,978-534-4522," ",Silvia,Taurino,978-798-5590,"Spanish American Center Inc. (14-153-SF-43)",2018/07/02,2018/08/03,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"OLDE ENGLISH VILLAGE (SF-43-006)",Open,"152 Manca Drive"," ",Gardner,MA,1440,978-424-1383," ",Shana,Fitz,978-424-1383,"Spanish American Center Inc. (14-153-SF-43)",2018/07/09,2018/08/17,"M,T,W,TH,F","09:00 AM - 01:00 PM",09:00:00,12:00:00," "," ","B,L"
"GREEN ACRES SUMMER PROGRAM (SF-43-009)",Open,"77 Leyte Road"," ",Fitchburg,MA,1420,978-342-8618," ",Shana,Fitz,978-424-1383,"Spanish American Center Inc. (14-153-SF-43)",2018/07/09,2018/08/10,"M,T,W,TH","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"CLEGHORN NEIGHBORHOOD CTR. (SF-43-011)",Open,"2 FAIRMOUNT ST."," ",FITCHBURG,MA,1420,978-342-2069," ",Shana,Fitz,978-424-1383,"Spanish American Center Inc. (14-153-SF-43)",2018/07/09,2018/08/17,"M,T,W,TH","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"SPANISH AMERICAN CTR.(BLOCK PARTY) (SF-43-012)",Open,"112 Spruce St."," ",Leominster,MA,1453,978-534-3145," ",Neddy,Latimer,978-534-3145,"Spanish American Center Inc. (14-153-SF-43)",2018/08/04,2018/08/04,SA,"09:00 AM - 02:00 PM",09:00:00,12:00:00," "," ","B,L"
"US TAEKWONDO CENTER (SF-43-034)",Closed,"616 Central Street"," ",Leominster,MA,1453,978-798-1817," ",Grace,Lemeax,978-798-1817,"Spanish American Center Inc. (14-153-SF-43)",2018/06/25,2018/08/31,"M,T,W,TH,F","12:00 PM - 12:30 PM"," ",12:00:00," "," ",L
"NEW LIFE SPANISH CHRISTIAN CHURCH (SF-43-037)",Open,"63 Fairmont Street"," ",Fitchburg,MA,1420,978-235-0395," ",Dennis,Bradley,978-235-0395,"Spanish American Center Inc. (14-153-SF-43)",2018/06/25,2018/08/03,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"FIRST CHURCH OF GOD - JULY (SF-43-041)",Open,"82 Snow St."," ",Fitchburg,MA,1420,978-342-2977," ",Ruby,Hall," ","Spanish American Center Inc. (14-153-SF-43)",2018/07/23,2018/07/27,"M,T,W,TH,F","05:15 PM - 08:00 PM"," "," ",17:15:00,19:00:00,"S,A"
"MT. WACHUSETT COMMUNITY  (Satellite Camp (SF-43-042)",Closed,"100 Erdman Way","Rear of Bldg  Room# 7",Leominster,MA,1453,978-855-0840," ",Ramon,Gonzalez," ","Spanish American Center Inc. (14-153-SF-43)",2018/06/28,2018/08/09,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,12:30:00," "," ","B,L"
"FIRST CHURCH OF GOD - AUGUST (SF-43-043)",Open,"82 Snow St."," ",Fitchburg,MA,1420,978-342-2977," ",Ruby,Hall," ","Spanish American Center Inc. (14-153-SF-43)",2018/08/20,2018/08/24,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"ALLENCREST HOUSING COMPLEX (SF-43-044)",Open,"138 Crossman Avenue","Community Room",Leominster,MA,1453,978-501-6495," ",Francis,Cerone," ","Spanish American Center Inc. (14-153-SF-43)",2018/07/02,2018/08/02,"M,T,W,TH","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"BOYS & GIRLS CLUB FITCH/lEOMINSTER/GARDN (SF-43-045)",Open,"297 Catherine St.","Gardner Middle School Cafeteria",Gardner,MA,1440,978-632-1603," ",Donata,Martin,978-534-8358,"Spanish American Center Inc. (14-153-SF-43)",2018/07/02,2018/08/17,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"CAMP PUTNAM (SF-61C-001)",Camp,"141 RUTHERFORD ROAD"," ","NEW BRAINTREE",MA,1531,774-757-8264," ",DUNCAN,STEWART,774-757-8264,"Camp Putnam (14-202-SF-61C)",2018/06/26,2018/07/29,"M,T,W,TH,F,SA","08:00 AM - 06:00 PM",08:00:00,12:15:00," ",17:30:00,"B,L,S"
"EASTFORD ROAD SCHOOL (SF-133-004)",Open,"120 EASTFORD ROAD"," ",SOUTHBRIDGE,MA,1550,508-764-5460," ",Luz,Reyes,508-764-5494,"Southbridge Public Schools (14-277-SF-133)",2018/06/25,2018/07/25,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"JACOB EDWARDS LIBRARY (SF-133-006)",Open,"236 MAIN ST."," ",SOUTHBRIDGE,MA,1550,508-764-5426," ",MARGARET,MORRISSEY,508-764-5426,"Southbridge Public Schools (14-277-SF-133)",2018/06/25,2018/08/03,"M,T,W,TH,F","11:00 AM - 01:00 PM"," ",11:00:00," "," ",L
"ARMORY COMMUNITY CENTER (SF-133-007)",Open,"153 Chestnut Street"," ",SOUTHBRIDGE,MA,1550,508-764-6459," ",Jose,Dingui,508-764-2362,"Southbridge Public Schools (14-277-SF-133)",2018/07/10,2018/08/16,"T,W,TH","08:30 AM - 12:00 PM",08:30:00,11:30:00," "," ","B,L"
"BROOKSIDE TERRACE APTS (SF-133-008)",Open,"11 Village Drive","BROOKSIDE TERRACE",SOUTHBRIDGE,MA,1550,508-764-7675," ",Deb,Ellis,508-764-7675,"Southbridge Public Schools (14-277-SF-133)",2018/07/09,2018/08/16,"M,T,W,TH,F","12:00 PM - 01:00 PM"," ",12:00:00," "," ",L
"THE GROW SCHOOL (SF-133-012)",Closed,"121 ASHLAND AVENUE"," ",SOUTHBRIDGE,MA,1550,508-764-2850,2200,Kristine,Hersey,508-764-8500,"Southbridge Public Schools (14-277-SF-133)",2018/07/09,2018/08/10,"M,T,W,TH,F","08:45 AM - 12:30 PM",08:45:00,12:00:00," "," ","B,L"
"WEST STREET SCHOOL (SF-133-013)",Open,"156 West Street"," ",Southbridge,MA,1550,508-764-5492," ",Nicole,Murphy,508-764-5492,"Southbridge Public Schools (14-277-SF-133)",2018/06/25,2018/08/16,"M,T,W,TH,F","08:15 AM - 12:15 PM",08:15:00,11:30:00," "," ","B,L"
"SOUTHBRIDGE MIDDLE HIGH SCHOOL (SF-133-015)",Open,"132 Torrey Road"," ",Southbridge,MA,1550,774-318-1581," ",Ellen,Finelli,774-318-1606,"Southbridge Public Schools (14-277-SF-133)",2018/06/25,2018/07/25,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"CHARLTON STREET SCHOOL (SF-133-021)",Open,"220 Charlton St."," ",Southbridge,MA,1550,508-764-5490," ",Ellen,Finelli,774-318-1606,"Southbridge Public Schools (14-277-SF-133)",2018/06/25,2018/07/25,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"WARREN COMMUNITY ELEMENTARY SCHOOL (SF-266-001)",Open,"51 Schoolhouse Drive"," ",Warren,MA,1092,413-436-5983," ",Rebecca,Nesi,4134365983,"Quaboag Regional School District (14-311-SF-266)",2018/07/09,2018/08/09,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,11:00:00," "," ","B,L"
"WEBSTER MIDDLE SCHOOL (SF-236-003)",Open,"75 Poland Street"," ",Webster,MA,1570,5089430104," ",Ellen,Nylen,5089497516,"Webster School Committee (14-316-SF-236)",2018/07/09,2018/07/27,"M,T,W,TH","08:00 AM - 01:00 PM",08:00:00,11:00:00," "," ","B,L"
"PARK AVENUE ELEMENTARY (SF-236-004)",Open,"58 Park Avenue"," ",Webster,MA,1570,5089430104," ",Ellen,Nylen,5089497516,"Webster School Committee (14-316-SF-236)",2018/07/09,2018/08/09,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,11:00:00," "," ","B,L"
"BARTLETT HIGH SCHOOL (SF-236-005)",Closed,"52 Lake Parkway"," ",Webster,MA,1570,508-943-8552," ",Colleen,Nassis," ","Webster School Committee (14-316-SF-236)",2018/07/09,2018/07/27,"M,T,W,TH,F","08:45 AM - 10:45 AM"," "," ",08:45:00," ",M
"BWSP Clark UPWARD BOUND PROGRAM (SF-124-001)",Camp,"950 MAIN ST."," ",WORCESTER,MA,1610,508-421-3766," ",Adam,Shaughnessy,978-333-0573,"Youth Opportunities Upheld (14-348-SF-124)",2018/06/24,2018/07/27,"M,T,W,TH,F","07:30 AM - 05:30 PM",07:30:00,12:45:00," ",16:40:00,"B,L,S"
"BENNETT FIELD SWIMMING POOL - mobile (SF-258-001)",Open,"1270 Main Street"," ",Worcester,MA,1605,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/23,2018/08/25,"M,T,W,TH,F,SA","01:25 PM - 02:15 PM"," ",13:45:00," "," ",L
"DENNIS SHINE MEMORIAL POOL - mobile (SF-258-002)",Open,"146 Providence Street"," ",Worcester,MA,1604,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/23,2018/08/25,"M,T,W,TH,F,SA","04:05 PM - 05:30 PM"," "," "," ",16:50:00,S
"CITY OF WORCESTER LIBRARY (SF-258-007)",Open,"3 Salem Square/Street"," ",Worcester,MA,1608,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/22,2018/08/25,"M,T,W,TH,F,SA","11:45 AM - 12:55 PM"," ",12:25:00," "," ",L
"GREAT BROOK VALLEY LIBRARY - mobile (SF-258-009)",Open,"89 Tacoma Street"," ",Worcester,MA,1605,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/25,2018/08/24,"M,T,W,TH,F","02:00 PM - 02:15 PM"," ",14:00:00," "," ",L
"GODDARD LIBRARY BRANCH - mobile (SF-258-011)",Open,"14 Richards Street"," ",Worcester,MA,1603,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/25,2018/08/24,"M,T,W,TH,F","09:00 AM - 02:40 PM",09:00:00,14:30:00," "," ","B,L"
"GREENDALE YMCA OF CENTRAL MASS - mobile (SF-258-031)",Open,"75 Shore Drive"," ",Worcester,MA,1606,5088526694," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/25,2018/08/25,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,12:00:00," "," ","B,L"
"UNIVERSITY PARK REC - mobile (SF-258-033)",Open,"965 MAIN STREET"," ",WORCESTER,MA,1603,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/23,2018/08/25,"M,T,W,TH,F,SA","11:00 AM - 03:05 PM"," ",11:00:00," ",14:45:00,"L,S"
"BURNCOAT PLAYGROUND / LIBRARY - mobile (SF-258-034)",Open,"526 Burncoat Street"," ",Worcester,MA,1606,5087993132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/25,2018/08/24,"M,T,W,TH,F","03:00 PM - 03:15 PM"," "," "," ",15:00:00,S
"EAST PARK - mobile (SF-258-036)",Open,"180 Shrewsbury Street"," ",Worcester,MA,1604,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/25,"M,T,W,TH,F,SA","03:05 PM - 04:40 PM"," "," "," ",16:00:00,S
"VERNON HILL PARK - mobile (SF-258-038)",Open,"150 Providence Street"," ",Worcester,MA,1604,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/18,"M,T,W,TH,F","03:20 PM - 03:50 PM"," "," "," ",15:20:00,S
"BEAVER BROOK PARK - mobile (SF-258-039)",Open,"29 Mann Street"," ",Worcester,MA,1602,5087993132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/18,"M,T,W,TH,F","03:50 PM - 04:05 PM"," "," "," ",15:50:00,S
"LOGAN FIELD - mobile (SF-258-040)",Open,"521 Mill Street"," ",Worcester,MA,1602,5087993132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/18,"M,T,W,TH,F","03:20 PM - 03:35 PM"," "," "," ",15:20:00,S
"GREENWOOD PARK - mobile (SF-258-041)",Open,"2 Forsberg Street"," ",Worcester,MA,1607,5087993132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/25,"M,T,W,TH,F,SA","03:35 PM - 04:35 PM"," "," "," ",16:05:00,S
"GRANT SQUARE PARK-mobile (SF-258-048)",Open,"12 Windsor Street"," ",Worcester,MA,1605,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/18,"M,T,W,TH,F","02:40 PM - 02:50 PM"," "," "," ",14:40:00,S
"GREEN HILL PARK Youth Sports- mobile (SF-258-049)",Open,"50 Skyline Drive"," ",Worcester,MA,1605,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/09,2018/08/03,"M,T,W,TH,F","08:55 AM - 12:50 PM",08:55:00,12:35:00," "," ","B,L"
"CROMPTON PARK - MOBILE (SF-258-050)",Open,"9 CANTON ST PLAYGROUND/POOL"," ",WORCESTER,MA,1610,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/22,2018/08/25,"M,T,W,TH,F,SA","10:30 AM - 06:00 PM",11:15:00," "," ",16:45:00,"B,S"
"HARRY SHERRY FIELD (South Worcester Play (SF-258-051)",Open,"47 CAMP STREET"," ",WORCESTER,MA,1603,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/22,2018/08/25,"M,T,W,TH,F,SA","02:00 PM - 05:15 PM"," "," "," ",17:00:00,S
"TACOMA STREET PLAYGROUND-mobile (SF-258-052)",Open,"287-399 Tacoma St. (corner of Clark)"," ",Worcester,MA,1602,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/22,2018/08/24,"M,T,W,TH,F","01:45 PM - 01:55 PM"," ",13:45:00," "," ",L
"SKYHAWKS GROUP AT BEAVER BROOK-mobile (SF-258-053)",Open,"29 Mann Street","left field park",Worcester,MA,1602,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/25,2018/08/10,"M,T,W,TH,F","09:00 AM - 12:45 PM",09:00:00,12:30:00," "," ","B,L"
"BEAVER BROOK FARMERS MARKET (SF-258-054)",Open,"306 Chandler St."," ",Worcester,MA,1606,508-799-8327," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/06/22,2018/08/24,"M,F","11:30 AM - 11:40 AM"," ",11:30:00," "," ",L
"BELL POND (SF-258-056)",Open,"238 Belmont Street"," ",Worcester,MA,1605,508-799-3132," ",Donna,Lombardi,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/25,"M,T,W,TH,F,SA","02:30 PM - 02:50 PM"," "," "," ",14:30:00,S
"COES POND PLAYGROUND - mobile (SF-258-057)",Open,"72 Coes Street"," ",Worcester,MA,1603,508-799-3132," ",Donna,Lombardi," ","Worcester Public School (14-348-SF-258)",2018/06/22,2018/08/25,"M,T,W,TH,F,SA","11:00 AM - 01:15 PM"," ",11:00:00," "," ",L
"ELM PARK PLAYGROUND - mobile (SF-258-058)",Open,"138 Russell St."," ",Worcester,MA,1609,508-799-3132," ",Donna,Lombardi," ","Worcester Public School (14-348-SF-258)",2018/06/22,2018/08/24,"M,T,W,TH,F","01:45 PM - 02:15 PM"," ",13:45:00," "," ",L
"LAKESIDE APARTMENTS - mobile (SF-258-059)",Open,"30 Lakeside Avenue"," ",Worcester,MA,1603,508-799-3132," ",Donna,Lombardi," ","Worcester Public School (14-348-SF-258)",2018/06/22,2018/08/25,"M,T,W,TH,F,SA","11:40 AM - 12:45 PM"," ",11:40:00," "," ",L
"LAKE PARK (NEW)- mobile (SF-258-060)",Open,"521 Hamilton St."," ",Worcester,MA,1604,508-799-3132," ",Donna,Lombardi," ","Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/18,"M,T,W,TH,F","03:30 PM - 03:45 PM"," "," "," ",15:30:00,S
"MAIN YMCA OF CENTRAL MA (NEW)- mobile (SF-258-061)",Open,"766 Main St."," ",Worcester,MA,1609,508-799-3132," ",Donna,Lombardi," ","Worcester Public School (14-348-SF-258)",2018/06/25,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:15 PM",08:30:00,11:45:00," "," ","B,L"
"OREAD CASTLE PARK-MOBILE (SF-258-062)",Open,"20 ALDEN ST"," ",WORCESTER,MA,1610,508-799-3132," ",DONNA,LOMBARDI,508-799-3132,"Worcester Public School (14-348-SF-258)",2018/07/02,2018/08/17,"M,T,W,TH,F","04:20 PM - 04:30 PM"," "," "," ",16:20:00,S
"GREEN HILL PARK FARM - mobile (SF-258-063)",Open,"Green Hill Parkway"," ",Worcester,MA,1605,508-799-3130," ",Donna,Lombardi," ","Worcester Public School (14-348-SF-258)",2018/07/18,2018/08/24,"W,TH,F","11:00 AM - 11:15 AM"," ",11:00:00," "," ",L
"SHORE PARK - mobile (SF-258-064)",Open,"85 Shore Drive"," ",Worcester,MA,1606,508-799-3132," ",Donna,Lombardi," ","Worcester Public School (14-348-SF-258)",2018/07/18,2018/08/24,"M,T,W,TH,F","12:35 PM - 12:45 PM"," ",12:35:00," "," ",L
"RAINBOW CHILD DEVELOPMENT CAMP (SF-66-001)",Closed,"92 McCormick Rd","Camp Marshall",Spencer,MA,1562,508-886-2213," ",Vilma,Brunelle,508-791-6849,"Rainbow Child Development (14-348-SF-66)",2018/06/25,2018/08/24,"M,T,W,TH,F","09:00 AM - 01:00 PM",09:00:00,12:00:00," "," ","B,L"
"PLUMLEY VILLAGE (SF-8-001)",Open,"16 LAUREL STREET"," ",WORCESTER,MA,1608,508-754-5509," ",Joanne,Fowling,508-753-3377,"Friendly House Inc. (14-348-SF-8)",2018/07/09,2018/08/17,"M,T,W,TH,F","12:30 PM - 03:30 PM"," ",12:30:00,15:00:00," ","L,A"
"WORCESTER YOUTH CENTER (SF-8-003)",Open,"326 CHANDLER ST."," ",WORCESTER,MA,1609,508-791-4702," ",Sheron,Hozier,508-791-4702,"Friendly House Inc. (14-348-SF-8)",2018/06/25,2018/08/24,"M,T,W,TH,F","01:00 PM - 04:00 PM"," ",13:00:00,15:30:00," ","L,A"
"SOUTH WORCESTER NEIGH. CENTER (SF-8-004)",Open,"47 CAMP ST."," ",WORCESTER,MA,1603,508-757-8344," ",Ron,Charette,508-757-8344,"Friendly House Inc. (14-348-SF-8)",2018/06/25,2018/08/03,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"GREAT BROOK VALLEY (SF-8-005)",Open,"180 CONSTITUTION AVE."," ",WORCESTER,MA,1605,508-799-3219," ",Joanne,Fowling,508-754-2686,"Friendly House Inc. (14-348-SF-8)",2018/07/09,2018/08/17,"M,T,W,TH,F","09:00 AM - 01:00 PM",09:00:00,12:30:00," "," ","B,L"
"STRATTON HILL PARK APARTMENTS (SF-8-007)",Open,"161 WEST MOUNTAIN STREET"," ",WORCESTER,MA,1606,508-852-0702," ",Annie,"Del Los Santos",508-852-0702,"Friendly House Inc. (14-348-SF-8)",2018/06/25,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"WELLINGTON COMMUNITY (SF-8-008)",Open,"714 MAIN ST."," ",WORCESTER,MA,1610,508-799-5936," ",Melissa,Madera,5083351403,"Friendly House Inc. (14-348-SF-8)",2018/07/16,2018/08/02,"T,W,TH","12:00 PM - 03:00 PM"," ",12:00:00,14:45:00," ","L,A"
"AUTUMN WOODS HOUSING (SF-8-009)",Open,"15 UPLAND GARDEN DR."," ",WORCESTER,MA,1607,508-798-0445," ",Bonnie,Gibbs,508-798-8688,"Friendly House Inc. (14-348-SF-8)",2018/07/10,2018/08/10,"M,T,W,TH,F","11:30 AM - 02:45 PM"," ",11:30:00,14:15:00," ","L,A"
"GIRLS INC. (SF-8-011)",Closed,"280 OLEAN ST."," ",WORCESTER,MA,1602,508-752-8024," ",Kathy,Odgren,508-755-6455,"Friendly House Inc. (14-348-SF-8)",2018/06/25,2018/08/17,"M,T,W,TH,F","11:30 AM - 03:30 PM"," ",11:30:00,15:00:00," ","L,A"
"CLUB FREEDOM (SF-8-014)",Open,"35 Freedom Way"," ",WORCESTER,MA,1605,508-852-5793," ",Joanne,Fowling,508-754-2686,"Friendly House Inc. (14-348-SF-8)",2018/07/09,2018/08/17,"M,T,W,TH,F","09:00 AM - 01:00 PM",09:00:00,12:00:00," "," ","B,L"
"LAKESIDE NEIGHBORHOOD CENTER (SF-8-015)",Open,"54 South Circuit Avenue"," ",WORCESTER,MA,1603,508-791-2876," ",Pam,Superant,508-635-3317,"Friendly House Inc. (14-348-SF-8)",2018/07/09,2018/08/17,"M,T,W,TH,F","08:00 AM - 12:45 PM",08:00:00,12:00:00," "," ","B,L"
"PERNET FAMILY HEALTH SERVICE (SF-8-016)",Closed,"237 MILLBURY ST."," ",WORCESTER,MA,1610,508-755-1228," ",Emily,Linhares,508-755-1228,"Friendly House Inc. (14-348-SF-8)",2018/07/10,2018/07/17,T,"12:00 PM - 12:30 PM"," ",12:00:00," "," ",L
"MAIN SOUTH CLUB (SF-8-018)",Open,"65 TAINTER STREET"," ",WORCESTER,MA,1608,508-753-3377," ",Ike,McBride,508-753-3377,"Friendly House Inc. (14-348-SF-8)",2018/06/25,2018/08/17,"M,T,W,TH,F","11:30 AM - 04:00 PM"," ",11:30:00,15:30:00," ","L,A"
"GIRLS INC.- Providence (SF-8-021)",Closed,"125 PROVIDENCE ST."," ",WORCESTER,MA,1604,508-755-6455," ",Kathy,Odgren,508-755-6455,"Friendly House Inc. (14-348-SF-8)",2018/06/25,2018/08/17,"M,T,W,TH,F","11:30 AM - 04:00 PM"," ",11:30:00,15:30:00," ","L,A"
"YOUTHCONNECT/YWCA CENTRAL MASS (SF-8-024)",Closed,"1 SALEM SQUARE"," ",WORCESTER,MA,1607,508-791-3181," ",Bonnie,Pulver,508-890-6519,"Friendly House Inc. (14-348-SF-8)",2018/07/05,2018/08/09,"T,W,TH","06:00 PM - 09:00 PM"," "," ",18:00:00,20:30:00,"S,A"
"YOUTHCONNECT/YMCA CENTRAL BRANCH (SF-8-026)",Closed,"766 MAIN ST."," ",WORCESTER,MA,1607,508-755-6101," ",DeMario,Andrews,508-963-4423,"Friendly House Inc. (14-348-SF-8)",2018/07/10,2018/08/09,"T,TH","06:00 PM - 09:00 PM"," "," ",18:00:00,20:30:00,"S,A"
"YOUTHCONNECT/WORC. YOUTH CENTER (SF-8-027)",Closed,"326 CHANDLER ST."," ",WORCESTER,MA,1605,508-791-4702," ",DeMario,Andrews,508-963-4423,"Friendly House Inc. (14-348-SF-8)",2018/07/06,2018/08/10,F,"06:00 PM - 09:00 PM"," "," ",18:00:00,20:30:00,"S,A"
"YOUTHCONNECT/FRIENDLY HOUSE (SF-8-028)",Closed,"36 WALL ST."," ",WORCESTER,MA,1604,508-755-4362," ",Demario,Andrews,508-963-4423,"Friendly House Inc. (14-348-SF-8)",2018/07/10,2018/08/09,"T,TH","06:00 PM - 09:00 PM"," "," ",18:00:00,20:30:00,"S,A"
"YOUTHCONNECT/GIRLS INC. WINTHROP (SF-8-029)",Closed,"125 PROVIDENCE ST."," ",WORCESTER,MA,1604,508-755-9525," ",Demario,Andrews,508-963-4423,"Friendly House Inc. (14-348-SF-8)",2018/07/09,2018/08/10,"M,T,TH,F","06:00 PM - 09:00 PM"," "," ",18:00:00,20:30:00,"S,A"
"YOUTHCONNECT (SF-8-031)",Closed,"65 TAINTER ST"," ",WORCESTER,MA,1604,508-753-3377," ",DeMario,Andrews,508-963-4423,"Friendly House Inc. (14-348-SF-8)",2018/07/05,2018/08/10,"M,T,W,TH,F","06:00 PM - 09:00 PM"," "," ",18:00:00,20:30:00,"S,A"
